"carat"	"cut"	"color"	"clarity"	"depth"	"table"	"price"	"x"	"y"	"z"
1.02	"Ideal"	"E"	"VVS1"	61.3	57	11128	6.47	6.54	3.99
0.8	"Ideal"	"G"	"SI1"	60.8	57	2699	6.02	6.05	3.67
0.33	"Very Good"	"G"	"VVS1"	61.2	57	795	4.47	4.5	2.74
1.16	"Fair"	"H"	"SI2"	68.2	55	3118	6.47	6.37	4.38
0.7	"Very Good"	"I"	"VS2"	60.8	61	2360	5.72	5.76	3.49
2.01	"Fair"	"D"	"SI2"	59.4	66	15627	8.2	8.17	4.86
0.71	"Premium"	"G"	"SI1"	62.8	61	2215	5.64	5.59	3.53
1.16	"Ideal"	"F"	"SI1"	62.6	58	6768	6.68	6.73	4.2
0.64	"Ideal"	"G"	"SI1"	61.6	55	1737	5.55	5.59	3.43
0.41	"Very Good"	"D"	"VVS2"	61.2	55	1364	4.79	4.82	2.95
1.02	"Very Good"	"E"	"VS2"	59.2	58	6612	6.52	6.58	3.88
1.5	"Premium"	"D"	"SI2"	59.9	62	10517	7.4	7.37	4.42
0.34	"Ideal"	"E"	"VS2"	62.4	55	745	4.48	4.53	2.81
0.73	"Ideal"	"H"	"VVS2"	61.6	56	3463	5.8	5.82	3.57
0.7	"Very Good"	"E"	"VS1"	62.2	57	3063	5.63	5.68	3.52
0.78	"Good"	"H"	"VS2"	63.7	60	2440	5.77	5.73	3.66
0.42	"Very Good"	"H"	"SI1"	63.1	57	898	4.78	4.76	3.01
1.01	"Very Good"	"G"	"VVS2"	61.9	58	6257	6.38	6.48	3.98
0.84	"Ideal"	"J"	"SI1"	61.8	56	2493	6.04	6.07	3.74
0.38	"Ideal"	"G"	"VS2"	61.9	54.1	757	4.66	4.69	2.89
1.03	"Ideal"	"J"	"SI2"	62.1	54	4008	6.47	6.51	4.03
1.1	"Premium"	"D"	"SI1"	58.8	61	5606	6.73	6.67	3.94
1.33	"Premium"	"H"	"VS2"	59.9	60	6614	7.13	7.09	4.26
1.08	"Premium"	"H"	"VS2"	62.1	58	5250	6.63	6.51	4.08
0.52	"Ideal"	"D"	"VS2"	62.6	55	1919	5.14	5.12	3.21
0.51	"Ideal"	"D"	"VS2"	61.6	56	1787	5.15	5.17	3.18
1.22	"Ideal"	"G"	"VVS2"	62.3	56	10221	6.84	6.81	4.25
0.9	"Ideal"	"G"	"SI2"	62.7	55	3428	6.11	6.17	3.85
1.52	"Good"	"F"	"SI2"	58.2	60	9028	7.52	7.63	4.41
0.73	"Ideal"	"I"	"VS2"	62.2	54	2335	5.76	5.78	3.59
1.5	"Ideal"	"I"	"SI1"	62.3	56	8371	7.35	7.41	4.6
0.52	"Ideal"	"H"	"SI1"	61.9	56	1098	5.16	5.22	3.2
1	"Ideal"	"D"	"SI1"	59.9	56	5929	6.51	6.54	3.91
0.61	"Very Good"	"E"	"VS2"	60	57	2036	5.52	5.55	3.32
2.14	"Good"	"I"	"SI2"	63.8	57	14452	8.17	8.14	5.2
0.5	"Very Good"	"D"	"VS2"	61.1	58	1646	5.07	5.11	3.11
1	"Fair"	"D"	"SI1"	65.9	54	4704	6.24	6.2	4.1
0.64	"Ideal"	"E"	"SI1"	62	56	2089	5.57	5.53	3.44
0.59	"Very Good"	"E"	"SI2"	60.5	58	1325	5.43	5.51	3.31
0.7	"Very Good"	"E"	"SI1"	62.3	58	2476	5.6	5.67	3.51
0.53	"Ideal"	"J"	"VS1"	61.4	55.2	1218	5.2	5.22	3.2
0.92	"Premium"	"F"	"SI1"	62.6	59	3684	6.23	6.19	3.89
1.03	"Very Good"	"E"	"VS1"	62.8	55	7677	6.4	6.52	4.06
0.75	"Very Good"	"F"	"SI1"	63.1	58	2347	5.7	5.74	3.61
0.95	"Premium"	"G"	"SI2"	62.6	58	3181	6.22	6.18	3.88
1.4	"Very Good"	"D"	"SI2"	61.8	54	8268	7.16	7.21	4.44
0.5	"Ideal"	"F"	"VS1"	61.2	56	1695	5.13	5.17	3.15
2.19	"Premium"	"I"	"SI2"	60.8	60	15032	8.34	8.38	5.08
0.38	"Ideal"	"D"	"SI2"	61.1	56	812	4.71	4.65	2.86
0.51	"Ideal"	"G"	"VVS2"	62	57	1842	5.13	5.1	3.17
0.75	"Premium"	"I"	"SI1"	62.5	58	2122	5.77	5.82	3.62
1.72	"Premium"	"H"	"SI1"	61.4	59	12998	7.71	7.64	4.71
0.53	"Ideal"	"G"	"SI2"	62.4	56	1093	5.18	5.14	3.22
1.1	"Very Good"	"J"	"VS1"	60.9	59	4545	6.65	6.74	4.08
0.5	"Premium"	"E"	"VS2"	62.6	60	1629	5.03	5	3.14
0.4	"Very Good"	"D"	"VS2"	63.3	58	845	4.63	4.66	2.94
1.31	"Premium"	"I"	"VS2"	60.4	59	5832	7.16	7.05	4.29
0.5	"Very Good"	"E"	"SI2"	61.4	58	1154	5.09	5.11	3.13
1.18	"Ideal"	"G"	"VVS2"	61.3	55	10308	6.86	6.81	4.19
1.01	"Fair"	"E"	"I1"	64.5	58	2788	6.29	6.21	4.03
0.33	"Ideal"	"E"	"VS2"	62.3	55	928	4.46	4.43	2.77
0.31	"Very Good"	"G"	"IF"	61.6	55	924	4.38	4.42	2.71
1.22	"Premium"	"F"	"SI1"	61.8	59	6887	6.86	6.83	4.23
0.3	"Very Good"	"F"	"IF"	62.4	56	886	4.28	4.31	2.68
2.14	"Premium"	"I"	"VS2"	59.3	59	15418	8.39	8.43	5
0.97	"Premium"	"E"	"SI1"	61	61	4915	6.32	6.28	3.84
0.38	"Ideal"	"J"	"SI1"	62	54	525	4.67	4.71	2.91
0.51	"Ideal"	"D"	"VS2"	61.5	56	1674	5.21	5.17	3.19
0.57	"Ideal"	"D"	"VS1"	61.7	56	2091	5.31	5.33	3.28
1.01	"Good"	"F"	"SI1"	64.2	58	4199	6.31	6.33	4.06
0.32	"Very Good"	"E"	"SI1"	63.1	54	672	4.41	4.37	2.77
0.42	"Ideal"	"D"	"SI1"	62.4	57	1040	4.84	4.77	3
0.4	"Premium"	"H"	"VVS2"	60.6	60	1125	4.79	4.75	2.89
1.16	"Very Good"	"H"	"SI2"	59.6	59	4455	6.85	6.87	4.09
0.3	"Ideal"	"D"	"VVS1"	61.3	57	1000	4.29	4.32	2.64
0.91	"Very Good"	"E"	"SI2"	63	56	3772	6.12	6.16	3.87
1.51	"Premium"	"I"	"SI2"	61.2	62	5682	7.28	7.19	4.43
0.57	"Ideal"	"F"	"VVS1"	61.3	56	3313	5.37	5.4	3.3
0.7	"Ideal"	"G"	"VS1"	61.4	55	3206	5.71	5.76	3.53
1.01	"Premium"	"G"	"VS1"	62.6	59	6499	6.38	6.46	4.02
0.72	"Ideal"	"E"	"VS2"	60.8	57	3091	5.79	5.82	3.53
0.75	"Premium"	"E"	"SI2"	61.9	57	2829	5.88	5.82	3.62
0.91	"Very Good"	"F"	"SI2"	62.5	58	4334	6.1	6.16	3.83
0.52	"Ideal"	"D"	"I1"	61.1	57	971	5.18	5.2	3.17
0.41	"Premium"	"H"	"SI1"	60.9	60	876	4.83	4.79	2.93
1.71	"Premium"	"I"	"SI2"	59	60	8366	7.86	7.83	4.63
0.29	"Very Good"	"F"	"VVS2"	62.7	58	664	4.22	4.26	2.66
1.02	"Premium"	"G"	"VS2"	62.1	58	6397	6.5	6.44	4.02
0.51	"Premium"	"E"	"VS2"	61.9	59	1656	5.06	5.11	3.15
1.83	"Ideal"	"H"	"SI1"	61.5	56	15032	7.87	7.81	4.82
0.72	"Premium"	"H"	"SI1"	61.5	59	2376	5.71	5.67	3.5
0.32	"Ideal"	"H"	"VVS2"	61.7	56	828	4.42	4.37	2.71
0.36	"Premium"	"I"	"VS2"	61.6	58	648	4.57	4.52	2.8
1.53	"Premium"	"G"	"SI1"	58.4	59	9476	7.62	7.55	4.43
0.33	"Good"	"D"	"VS2"	63.6	56	625	4.38	4.42	2.8
0.52	"Very Good"	"G"	"VVS1"	62.3	55	2040	5.13	5.15	3.2
0.32	"Very Good"	"D"	"SI1"	60.1	60	619	4.38	4.4	2.64
1.05	"Good"	"E"	"SI2"	63.2	59	4204	6.36	6.43	4.04
0.36	"Very Good"	"G"	"VS1"	60.7	57.1	821	4.57	4.65	2.79
1.06	"Premium"	"H"	"SI1"	61	58	5075	6.61	6.57	4.02
0.31	"Ideal"	"D"	"VVS2"	62	56	766	4.34	4.37	2.7
1.15	"Very Good"	"G"	"VVS2"	58.4	59	8349	6.84	6.92	4.02
0.91	"Very Good"	"G"	"SI2"	63.3	57	3282	6.12	6.08	3.86
1.01	"Good"	"I"	"VS1"	64.2	60	3484	6.35	6.27	4.05
1.54	"Premium"	"G"	"SI1"	61	59	12592	7.43	7.38	4.52
0.4	"Very Good"	"E"	"VVS1"	63.4	57	1164	4.64	4.66	2.95
1.56	"Good"	"J"	"VS2"	57.6	65	7094	7.62	7.6	4.38
1.33	"Good"	"I"	"VS1"	63.7	56	6963	6.92	6.96	4.42
0.56	"Premium"	"G"	"VS1"	60.5	59	1915	5.31	5.26	3.2
0.32	"Ideal"	"E"	"VS1"	61.8	55	972	4.43	4.4	2.73
0.3	"Premium"	"E"	"VS2"	59.9	59	658	4.33	4.38	2.61
0.83	"Premium"	"G"	"SI1"	61.6	59	2975	6.02	5.99	3.7
1.21	"Ideal"	"J"	"VS1"	62.3	55	5324	6.81	6.86	4.26
0.33	"Premium"	"D"	"SI2"	59.5	59	631	4.5	4.48	2.67
1.52	"Premium"	"J"	"VS1"	62.4	59	8258	7.36	7.31	4.58
0.41	"Very Good"	"F"	"SI1"	63.4	58	852	4.75	4.68	2.99
0.9	"Good"	"D"	"SI1"	63.5	57	4381	6.11	6.15	3.89
0.42	"Premium"	"F"	"VS1"	61.8	59	1031	4.81	4.83	2.98
0.41	"Premium"	"D"	"VVS2"	62.2	58	1181	4.8	4.78	2.98
1.01	"Fair"	"F"	"SI1"	65.5	57	4634	6.12	6.22	4.04
1.22	"Premium"	"I"	"SI2"	62.9	56	5165	6.84	6.79	4.29
1.27	"Very Good"	"H"	"VS2"	62.6	57	7715	6.91	6.95	4.34
0.53	"Very Good"	"D"	"VVS1"	61.2	55	3307	5.21	5.26	3.21
1.63	"Very Good"	"I"	"SI1"	61.9	60	9199	7.51	7.55	4.66
0.7	"Ideal"	"G"	"SI1"	61.6	55	3145	5.71	5.76	3.53
0.3	"Ideal"	"D"	"VVS1"	61.3	57	1069	4.32	4.29	2.64
0.52	"Premium"	"D"	"VVS1"	58.8	61	2553	5.31	5.27	3.11
0.66	"Ideal"	"D"	"VVS2"	61.6	57	3049	5.64	5.57	3.45
1.52	"Premium"	"F"	"SI2"	62.3	59	8342	7.37	7.33	4.58
0.32	"Premium"	"G"	"SI1"	62	55	612	4.43	4.41	2.74
0.38	"Premium"	"J"	"VS2"	60.5	60	727	4.68	4.64	2.82
0.56	"Premium"	"G"	"VS1"	62.4	58	1819	5.22	5.3	3.28
0.31	"Premium"	"E"	"VS2"	60.3	58	872	4.42	4.37	2.65
1	"Very Good"	"F"	"VS2"	63.8	56.9	6841	6.29	6.36	4.04
0.73	"Very Good"	"E"	"SI2"	59.3	57	2395	5.88	5.95	3.51
0.26	"Ideal"	"E"	"VVS2"	62	56	769	4.13	4.1	2.55
0.61	"Ideal"	"G"	"VS2"	61.4	55.7	1821	5.43	5.53	3.37
0.4	"Ideal"	"G"	"VS2"	62.1	58	859	4.68	4.72	2.92
1.25	"Premium"	"G"	"VS2"	61.2	57	7948	6.95	6.91	4.24
0.52	"Ideal"	"F"	"VS2"	60	62	1806	5.23	5.19	3.13
2.3	"Premium"	"J"	"SI1"	59.6	59	12499	8.61	8.56	5.12
1.03	"Premium"	"D"	"SI2"	60.6	60	5076	6.52	6.46	3.93
1.19	"Premium"	"I"	"SI2"	59.5	59	4498	6.95	6.89	4.12
1.51	"Premium"	"G"	"SI1"	60.5	59	11230	7.49	7.41	4.51
0.53	"Ideal"	"H"	"VVS1"	60.8	56	1781	5.24	5.26	3.19
0.92	"Premium"	"I"	"VVS1"	62.4	59	3932	6.17	6.14	3.84
0.32	"Good"	"G"	"VS2"	56.7	64	603	4.52	4.55	2.57
0.42	"Ideal"	"H"	"VVS1"	61.3	56	1625	4.83	4.86	2.97
0.31	"Ideal"	"H"	"VVS2"	62.3	55	802	4.37	4.36	2.72
0.31	"Premium"	"F"	"VS2"	62	60	802	4.34	4.3	2.68
0.4	"Ideal"	"H"	"VVS2"	62.2	56	1125	4.75	4.7	2.94
1.56	"Ideal"	"I"	"VS2"	61.8	56	10333	7.41	7.45	4.59
0.42	"Ideal"	"D"	"VS2"	61.2	56	1103	4.84	4.8	2.95
0.7	"Premium"	"G"	"VVS1"	62.8	58	3234	5.68	5.62	3.55
0.5	"Premium"	"H"	"SI1"	62.3	59	1094	5.02	4.99	3.12
1	"Fair"	"G"	"VS2"	69.8	54	4435	6.03	5.94	4.18
0.51	"Ideal"	"D"	"VS2"	62.7	55	1787	5.09	5.12	3.2
0.36	"Premium"	"F"	"VS2"	59.4	56	905	4.71	4.69	2.79
1.63	"Ideal"	"I"	"VS2"	61.8	56	11963	7.56	7.59	4.68
0.82	"Ideal"	"F"	"VS2"	61.5	57	3798	6.01	6.05	3.71
0.6	"Very Good"	"F"	"SI1"	60.6	57	1661	5.46	5.5	3.32
0.23	"Good"	"D"	"VVS1"	64.8	58	478	3.83	3.85	2.49
2.35	"Premium"	"I"	"SI2"	61.1	58	17294	8.63	8.56	5.25
1.22	"Ideal"	"G"	"VS1"	60.7	57	9002	6.93	6.94	4.21
0.3	"Ideal"	"D"	"VS2"	62	56	911	4.35	4.33	2.69
2.02	"Premium"	"J"	"SI1"	61.6	58	12431	8.14	8.1	5
1.52	"Very Good"	"I"	"SI1"	62.6	60	8703	7.3	7.33	4.58
0.75	"Premium"	"E"	"SI1"	59.8	60	2360	5.9	5.84	3.51
1	"Very Good"	"E"	"SI1"	62.4	59	5571	6.36	6.42	3.99
0.4	"Very Good"	"E"	"VS2"	62.9	59	858	4.7	4.75	2.97
0.26	"Very Good"	"E"	"VVS2"	62.6	58	597	4.07	4.11	2.56
1.01	"Premium"	"I"	"SI2"	60.5	61	3761	6.47	6.42	3.9
0.55	"Premium"	"D"	"VS2"	61.3	60	2030	5.29	5.28	3.24
0.51	"Premium"	"E"	"VS1"	62	61	1758	5.14	5.11	3.18
0.5	"Fair"	"G"	"VS1"	65.7	63	1257	4.97	4.87	3.23
0.36	"Premium"	"G"	"IF"	62.5	60	1148	4.53	4.49	2.82
0.35	"Ideal"	"H"	"VVS1"	62	55	756	4.52	4.54	2.81
2.03	"Very Good"	"E"	"SI2"	63.7	58	16412	7.91	7.94	5.05
0.41	"Premium"	"E"	"VVS1"	61.2	62	1241	4.78	4.76	2.92
0.7	"Good"	"H"	"SI2"	64.2	58	1697	5.56	5.6	3.58
0.34	"Ideal"	"I"	"VS2"	61.1	55	495	4.51	4.55	2.77
0.3	"Ideal"	"D"	"VVS2"	60.7	58	814	4.3	4.33	2.62
1.03	"Ideal"	"H"	"SI1"	59.8	57	5018	6.64	6.57	3.95
1.51	"Ideal"	"G"	"SI2"	60.8	57	8794	7.44	7.39	4.51
1.24	"Premium"	"H"	"SI1"	60.2	60	6808	6.94	6.91	4.17
1.33	"Very Good"	"G"	"SI2"	62	59	6603	7.1	7.04	4.38
0.31	"Ideal"	"E"	"SI1"	61.1	56	660	4.39	4.41	2.69
1.7	"Ideal"	"H"	"SI2"	61.2	56	9444	7.71	7.64	4.7
0.5	"Premium"	"F"	"SI2"	59.9	60	1125	5.22	5.16	3.11
0.9	"Very Good"	"F"	"SI1"	63.3	55	4004	6.05	6.08	3.84
1.09	"Ideal"	"G"	"VVS2"	61.8	56	8753	6.58	6.62	4.08
0.32	"Premium"	"I"	"VS1"	59.8	60	648	4.46	4.44	2.66
0.24	"Very Good"	"E"	"VS2"	62.1	58	419	4	4.02	2.49
1.26	"Ideal"	"G"	"VVS1"	61.7	56	11218	6.96	6.98	4.3
0.74	"Good"	"F"	"VVS1"	58.4	60	4336	6.03	6.06	3.53
0.8	"Fair"	"G"	"SI2"	61.2	58	2246	5.96	5.93	3.64
0.43	"Ideal"	"G"	"SI2"	62.3	53	696	4.84	4.86	3.02
1.21	"Ideal"	"D"	"SI2"	62	57	6190	6.81	6.83	4.23
0.23	"Very Good"	"D"	"VVS1"	61.7	59	485	3.94	3.97	2.44
0.49	"Premium"	"G"	"SI1"	62.5	58	1026	5.03	4.98	3.13
0.74	"Very Good"	"D"	"SI2"	61.5	59	2740	5.79	5.82	3.57
0.3	"Premium"	"F"	"SI2"	61.3	58	506	4.33	4.28	2.64
0.33	"Ideal"	"E"	"VS2"	60.5	56	723	4.48	4.51	2.72
1.3	"Premium"	"I"	"VS2"	60.3	60	5242	7.01	6.99	4.22
0.4	"Very Good"	"I"	"VVS1"	63.5	57	1080	4.68	4.65	2.96
1.21	"Ideal"	"H"	"SI1"	61.2	57	5973	6.86	6.93	4.22
1.52	"Premium"	"F"	"SI1"	62.6	59	11637	7.27	7.36	4.58
0.72	"Very Good"	"E"	"SI1"	62	57	2562	5.73	5.76	3.56
0.31	"Good"	"I"	"SI1"	64.3	55	488	4.29	4.27	2.75
1.02	"Ideal"	"H"	"VVS2"	62.1	56	6797	6.5	6.45	4.02
1.51	"Very Good"	"J"	"SI1"	61.2	62	6851	7.32	7.36	4.49
0.7	"Very Good"	"F"	"VS2"	62.9	56	2400	5.66	5.73	3.58
1.22	"Premium"	"H"	"SI1"	61.8	57	6776	6.86	6.82	4.23
0.34	"Ideal"	"E"	"SI1"	62	57	596	4.46	4.48	2.77
0.38	"Ideal"	"J"	"VVS2"	61.7	54.6	670	4.65	4.69	2.89
0.23	"Ideal"	"G"	"SI1"	62	54	364	3.95	3.99	2.46
0.52	"Very Good"	"G"	"VS1"	59.5	58	1621	5.21	5.28	3.12
0.76	"Premium"	"H"	"SI1"	60.9	59	1915	5.91	5.86	3.58
0.52	"Good"	"F"	"VS1"	61.2	62	1710	5.12	5.05	3.11
0.81	"Ideal"	"H"	"VS1"	61.8	58	3257	5.97	6.04	3.71
2.08	"Good"	"I"	"SI2"	63.8	58	13956	8.02	8.1	5.14
1.93	"Fair"	"F"	"VS1"	58.9	62	17995	8.17	7.97	4.75
1.41	"Very Good"	"H"	"SI2"	58.5	57	7339	7.36	7.44	4.33
0.4	"Good"	"I"	"VVS1"	63.9	56	1080	4.68	4.64	2.98
0.76	"Premium"	"D"	"SI1"	61.1	59	2847	5.93	5.88	3.61
0.72	"Good"	"G"	"VS2"	63.1	57	2708	5.71	5.74	3.61
0.3	"Ideal"	"G"	"VS1"	62.6	57	605	4.27	4.29	2.68
1.29	"Ideal"	"H"	"SI2"	61.6	54	6300	7	7.02	4.32
0.33	"Ideal"	"D"	"VVS1"	61	55	1100	4.47	4.52	2.74
0.7	"Fair"	"H"	"SI1"	66	56	1840	5.5	5.53	3.64
0.34	"Ideal"	"G"	"VVS1"	62.1	55	895	4.46	4.49	2.78
0.3	"Premium"	"D"	"VS2"	61.1	59	911	4.31	4.26	2.62
1.21	"Premium"	"I"	"VS2"	61.6	61	4669	6.86	6.8	4.21
1.02	"Ideal"	"G"	"VS1"	62.2	56	6683	6.46	6.4	4
1.13	"Premium"	"I"	"SI1"	61.8	59	4536	6.65	6.68	4.12
0.9	"Premium"	"E"	"VS2"	59.5	58	5312	6.33	6.28	3.75
2.07	"Premium"	"J"	"VS2"	61.5	59	13800	8.2	8.16	5.03
0.31	"Premium"	"I"	"VVS2"	59.4	59	698	4.44	4.41	2.63
1.06	"Ideal"	"F"	"VS1"	61.9	57	7479	6.55	6.53	4.05
0.32	"Ideal"	"H"	"VS2"	62.1	56	505	4.37	4.42	2.73
0.71	"Ideal"	"I"	"SI1"	61.6	55	2319	5.72	5.74	3.53
0.33	"Premium"	"I"	"SI1"	61.3	59	445	4.46	4.51	2.75
2.34	"Premium"	"I"	"SI1"	61.7	60	15818	8.59	8.53	5.28
0.78	"Ideal"	"D"	"SI1"	62.2	55	3389	5.92	5.95	3.69
0.52	"Ideal"	"G"	"VVS1"	61.6	55	2063	5.14	5.18	3.18
0.72	"Ideal"	"G"	"VVS1"	61.7	54.8	3548	5.73	5.77	3.55
1.12	"Very Good"	"H"	"SI2"	61.8	58	4624	6.62	6.68	4.11
0.7	"Very Good"	"G"	"SI1"	62.5	59	2545	5.69	5.73	3.57
1.24	"Ideal"	"G"	"SI1"	60.5	60	6994	6.97	6.91	4.2
1.01	"Very Good"	"I"	"SI1"	62.7	56	4212	6.36	6.43	4.01
0.46	"Ideal"	"H"	"VVS1"	62.4	53.4	1338	4.95	5.01	3.1
0.77	"Good"	"J"	"SI1"	63.3	57	1909	5.79	5.84	3.68
1.5	"Premium"	"F"	"VS2"	61	58	14352	7.37	7.31	4.48
1.32	"Ideal"	"I"	"SI1"	62.2	57	6431	7.07	7.01	4.38
0.41	"Premium"	"E"	"SI1"	60.1	60	755	4.79	4.83	2.89
0.7	"Ideal"	"G"	"SI1"	60.9	57	2415	5.79	5.77	3.52
0.24	"Premium"	"H"	"VVS1"	60.8	59	554	4.02	4	2.44
1.51	"Very Good"	"D"	"VS2"	63.1	62	14205	7.24	7.22	4.56
0.32	"Premium"	"D"	"SI1"	60.4	58	756	4.47	4.44	2.69
0.31	"Ideal"	"I"	"VS2"	62.3	54	452	4.37	4.4	2.73
0.32	"Ideal"	"G"	"IF"	61.8	55	1020	4.43	4.41	2.73
0.64	"Ideal"	"F"	"VVS2"	60.9	56	3217	5.57	5.59	3.4
1.01	"Ideal"	"E"	"IF"	61.4	57	12865	6.53	6.46	3.99
0.85	"Ideal"	"H"	"SI2"	61.8	54	2635	6.07	6.1	3.76
0.5	"Very Good"	"F"	"SI2"	63.5	58	1094	5.03	4.98	3.18
0.5	"Very Good"	"F"	"SI1"	61.4	57	1295	5.08	5.12	3.13
0.52	"Very Good"	"E"	"SI2"	64	55	1059	5.07	5.11	3.26
0.31	"Very Good"	"I"	"VS2"	63.2	55	558	4.4	4.3	2.75
0.31	"Ideal"	"I"	"VS1"	61.9	54.5	502	4.33	4.36	2.69
0.7	"Ideal"	"D"	"VVS2"	61.3	56	5539	5.72	5.76	3.52
1.12	"Premium"	"H"	"SI1"	61.2	59	4641	6.69	6.65	4.08
0.6	"Premium"	"D"	"SI1"	61.5	52	1814	5.5	5.43	3.36
0.79	"Premium"	"G"	"SI1"	61.2	56	3539	6	5.96	3.66
0.52	"Premium"	"I"	"SI1"	62.5	59	1073	5.12	5.06	3.18
0.5	"Very Good"	"G"	"SI1"	62.8	55	1170	5.03	5.07	3.17
0.3	"Very Good"	"F"	"VVS2"	64.2	56	613	4.22	4.26	2.72
0.42	"Good"	"I"	"VVS1"	59.2	61	867	4.88	4.91	2.9
0.3	"Ideal"	"E"	"VVS1"	62	57	844	4.29	4.32	2.67
0.41	"Very Good"	"G"	"VS1"	62.4	57	899	4.71	4.74	2.95
0.71	"Premium"	"F"	"VS2"	62.1	58	2801	5.7	5.67	3.53
0.93	"Ideal"	"G"	"SI1"	60.1	57	5126	6.33	6.41	3.83
0.32	"Ideal"	"H"	"VS1"	61.6	56	592	4.42	4.46	2.73
1	"Ideal"	"D"	"SI1"	62.7	57	6073	6.34	6.38	3.99
0.71	"Very Good"	"F"	"SI2"	63.6	56	2098	5.58	5.67	3.58
1.33	"Ideal"	"I"	"VS2"	61.1	54	7148	7.14	7.15	4.37
0.33	"Ideal"	"F"	"VS2"	61.6	56	854	4.46	4.44	2.74
0.42	"Ideal"	"H"	"VVS1"	61.1	56	1310	4.86	4.9	2.98
0.44	"Premium"	"E"	"VS2"	60.4	58	1003	4.87	4.93	2.96
0.34	"Premium"	"I"	"VVS2"	61.5	60	765	4.49	4.45	2.75
0.42	"Very Good"	"D"	"VS1"	60.7	60	1066	4.81	4.88	2.94
0.34	"Ideal"	"I"	"IF"	61.9	55	695	4.5	4.52	2.79
0.33	"Ideal"	"E"	"VVS1"	61.7	56	984	4.42	4.46	2.74
0.76	"Very Good"	"F"	"VVS2"	62.9	58	3640	5.76	5.85	3.65
0.93	"Premium"	"F"	"SI2"	61.3	62	3317	6.26	6.17	3.81
0.9	"Good"	"G"	"VVS2"	62.6	63	4485	6.1	6.14	3.83
1.05	"Very Good"	"E"	"SI1"	62.2	56	5494	6.49	6.56	4.06
0.51	"Premium"	"E"	"SI1"	62.4	59	1381	5.07	5.12	3.18
1.21	"Premium"	"E"	"SI2"	58.8	58	6065	7.07	6.91	4.11
0.75	"Very Good"	"H"	"VS1"	59.3	59	2513	5.87	6	3.52
0.55	"Ideal"	"I"	"SI1"	61.3	55	1134	5.3	5.33	3.26
1.02	"Fair"	"D"	"SI1"	66.4	60	4798	6.29	6.21	4.15
0.41	"Ideal"	"G"	"SI1"	61.6	55	964	4.81	4.84	2.97
0.33	"Premium"	"F"	"VS2"	62.1	59	854	4.45	4.4	2.75
0.27	"Ideal"	"E"	"VS2"	60.8	56	537	4.25	4.23	2.58
1.5	"Very Good"	"I"	"VS1"	62.8	58	9033	7.17	7.23	4.52
0.9	"Premium"	"I"	"VS2"	60.1	59	3663	6.37	6.25	3.79
1.03	"Ideal"	"G"	"SI1"	61.6	57	4900	6.53	6.46	4
0.73	"Ideal"	"D"	"VS2"	61.6	56	3464	5.78	5.82	3.57
1.03	"Premium"	"F"	"VS2"	62	58	6484	6.5	6.46	4.02
1.25	"Ideal"	"I"	"SI2"	63.3	56	5292	6.87	6.83	4.34
0.23	"Very Good"	"E"	"VVS2"	61.1	58	505	3.93	3.99	2.42
1.06	"Good"	"H"	"SI1"	57.2	60	4060	6.84	6.74	3.88
1.02	"Ideal"	"E"	"SI1"	62.6	57	6342	6.41	6.44	4.02
0.32	"Ideal"	"G"	"VVS2"	61.9	57	936	4.41	4.38	2.72
1.07	"Very Good"	"G"	"SI2"	62.9	59	4321	6.51	6.58	4.12
0.75	"Premium"	"D"	"SI2"	60.3	61	2307	5.88	5.86	3.54
0.31	"Premium"	"G"	"VVS1"	61.4	58	816	4.32	4.35	2.66
0.33	"Premium"	"G"	"VVS2"	61.9	58	965	4.43	4.39	2.73
1.18	"Very Good"	"E"	"I1"	63.3	57	3965	6.7	6.64	4.22
0.34	"Ideal"	"E"	"SI1"	62.2	55	765	4.49	4.45	2.78
1.51	"Ideal"	"G"	"VVS2"	61.8	57	15118	7.36	7.31	4.53
0.95	"Premium"	"G"	"SI2"	59.8	60	3181	6.36	6.34	3.8
0.32	"Ideal"	"E"	"VS2"	62	55	900	4.41	4.39	2.73
